스킬ID,스킬,타겟_범위,타겟_태그
36847,그 사람 행동: 한 달 안에 보일 모습,"연애상태_싱글, 연애상태_커플",연애_궁합관계
40581,이별이 답인가요?,"연애상태_싱글, 연애상태_커플",연애_재회
27086,다가올 인연의 외모·성격·직업은? | 미나상,"연애상태_싱글, 연애상태_커플","연애_일반, 학업직업운"
38171,내 생각하고는 있니. .? 나만 네 생각하는 거니..🎠🎡.#타로하는 크리스탈힐러 레아,"연애상태_싱글, 연애상태_커플",
36259,주변에 날 맘에 둔 사람은?,"연애상태_싱글, 연애상태_커플",
35998,속마음: 꼭 알아야 할 그 사람 진심,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
37409,솔탈: 언제 누구와 하는 걸까?,"연애상태_싱글, 연애상태_커플",연애_새로운만남
51598,"그 사람, 날 좋아하나요?#속마음타로","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
35198,그 사람 나한테 마음 있을까?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
26443,💜 새로운 인연은 언제 찾아 올까요? 🔮,연애상태_싱글,연애_새로운만남
36434,조만간 날 좋아할 사람은?,"연애상태_싱글, 연애상태_커플",연애_속마음
28201,나에 대한 속마음& 연락할 생각이 있을까? ❤️,연애상태_싱글,"연애_속마음, 연애_재회"
57703,그 사람도 나와 같은 마음일까?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
33586,그 사람과 너의 관계흐름과 조언을 읽어줄게!,"연애상태_싱글, 연애상태_커플",연애_궁합관계
26324,호감가는 사람 공략법,"연애상태_싱글, 연애상태_커플",
36503,솔탈: 조만간 나타날 새로운 사랑,연애상태_싱글,연애_새로운만남
39653,그 사람의 속마음이 궁금할때마다 보는 타로,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
37314,🎇2024년 신년운세 완벽정리🎇 #타로라포,전체,신년운세
36519,곧 드러날 진심과 관계 변화,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
27116,주간운세 간단타로,"연애상태_싱글, 연애상태_커플",종합운
46879,"누구랑 결혼하게 될까? 나와 결혼할 그 사람의 외모, 능력, MBTI, 시그널 등 5종 세트!","연애상태_싱글, 연애상태_커플","연애_결혼, 연애_궁합관계, 연애_새로운만남"
42623,한 사람을 위한 마음: 상대방의 진심(3400자~),"연애상태_싱글, 연애상태_커플",연애_속마음
27280,그 사람이 보는 너에 대한 속마음은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
23223,우리 사랑 깊어지려면 | 마리,"연애상태_싱글, 연애상태_커플",연애_일반
36693,[짝사랑] 체크해야 할 그 사람 속마음,연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_속마음"
36255,그 사람이 고민하는 진짜 속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
40153,2024년 4월 연애운+속마음,"연애상태_싱글, 연애상태_커플","신년운세, 연애_속마음"
37313,2024년 한해 운세 (청룡靑龍해 푸른용아 높이 높이 날아라 )🐉🐲#샐리타로,전체,신년운세
36502,연락 없는 속사정과 진짜 진심,연애상태_싱글,"연애_속마음, 연애_재회"
40149,언제까지 너를 바라만 봐야 할까? 그사람의 속마음 타로,"연애상태_싱글, 연애상태_커플","연애_새로운만남, 연애_속마음"
36696,도무지 알 수 없던 그 사람 진심은?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
34935,그 사람 행동과 우리의 관계 변화는?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
37114,짝사랑 속마음: 우리 어떻게 될까?,연애상태_싱글,"연애_새로운만남, 연애_속마음"
36385,속마음: 그 사람 마음 속 감정,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
43680,[창광] 3개 구매자 추가 할인 (2025년 신년운세 통합본),전체,"신년운세, 종합운"
36981,2025년 만나게 될 내 운명은?,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
33642,그사람 공략법🔍이상형&취향분석,"연애상태_싱글, 연애상태_커플",
27717,선택 타로: 이 사람 계속 만나도 될까? | 톡신,"연애상태_싱글, 연애상태_커플",
50113,당신이 그 사람과 언제 재회될지 정확히 알려드려요🕰️,연애상태_싱글,"연애_궁합관계, 연애_새로운만남, 연애_재회"
27716,걔는 나를 연애 상대로 볼까? | 톡신,"연애상태_싱글, 연애상태_커플",연애_일반
19080,告白する、しない…迷うなら？：成功率診断,"연애상태_싱글, 연애상태_커플",
33284,💎무기력한 나에게 필요한 것은? 💎,"연애상태_싱글, 연애상태_커플",
50047,그 사람이 철저히 숨긴 본심과 그 본심이 결정한 당신과의 결말,"연애상태_싱글, 연애상태_커플",연애_궁합관계
19293,그 사람과 나의 사주궁합 (비트윈),"연애상태_싱글, 연애상태_커플",연애_궁합관계
46120,"🪭멀어진 그 사람, 내게 어떤 마음인걸까..?","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
42227,🎆망설이는 마음: 난 너를 원해(상대방 속마음)(3200자~),"연애상태_싱글, 연애상태_커플",연애_속마음
35168,다가올 인연의 외모·성격·직업은? | 오지은,"연애상태_싱글, 연애상태_커플","연애_일반, 학업직업운"
39026,나만 모르는 그사람의 진심은 무엇일까?❣️💗 #데아타로,"연애상태_싱글, 연애상태_커플",연애_속마음
37606,"[6개카드] 꼭 받아야 할, 하늘로 떠난 이의 메시지⭐🌕🌛✉️","연애상태_싱글, 연애상태_커플",
56218,"앞으로 3개월, 펼쳐질 연애 #월령","연애상태_싱글, 연애상태_커플",연애_일반
46186,연애운!! 총12장!! 2025년 을사년(乙巳年) 1월부터 12월까지!!,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
39652,당신을 차버리기 직전까지 숨긴 마음,"연애상태_싱글, 연애상태_커플",연애_속마음
18898,6カード：3ヶ月以内には恋人できるかな？,"연애상태_싱글, 연애상태_커플",
34274,그 사람과 나의 3가지 심층 궁합,"연애상태_싱글, 연애상태_커플",연애_궁합관계
45065,"헤어졌지만, 그 사람도 {{이름}}님이 보고 싶대요.💕","연애상태_싱글, 연애상태_커플",연애_궁합관계
44145,🙏그사람의 속마음: 아프게해서 미안해요(4000자~),"연애상태_싱글, 연애상태_커플",연애_속마음
26564,걔는 나를 연애 상대로 볼까? | 레미니씬,"연애상태_싱글, 연애상태_커플",연애_일반
34769,그 사람은 나의 찐 인연일까?💕#샐리타로,"연애상태_싱글, 연애상태_커플",연애_궁합관계
32227,나 오늘도 하루 잘 버틸 수 있을까?,"연애상태_싱글, 연애상태_커플",
49024,그 사람 진짜 마음 -디테일버전-,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
35705,"2025년, 그 사람 날 좋아할까?","연애상태_싱글, 연애상태_커플","신년운세, 연애_궁합관계, 연애_속마음"
32959,연상(연하)만 만나고 있는 나! 나의 운명은?📼💚🧡💜#수월화타로,"연애상태_싱글, 연애상태_커플",연애_일반
23156,우리가 싸우는 이유 | 김밀구,"연애상태_싱글, 연애상태_커플",
55822,박향옥 2026 신년 리터치,전체,신년운세
41271,2024년 8월 연애운+속마음,"연애상태_싱글, 연애상태_커플","신년운세, 연애_속마음"
26108,"3개월, 당신의 다섯가지 횡재운","연애상태_싱글, 연애상태_커플",
28176,심층 궁합: 그 사람과 사귀면 어떨까? | 이미담,"연애상태_싱글, 연애상태_커플",연애_궁합관계
41137,"🐱🐶펫타로: 지금 생활에 만족할까? 나에 대한 마음은? (1카드, 2300자) #펫타로 #캣타로 #멍타로","연애상태_싱글, 연애상태_커플",연애_속마음
27739,나와 연인이 될 사람은?,"연애상태_싱글, 연애상태_커플",
25960,우리 사이에 빨간불이 커졌어!!,"연애상태_싱글, 연애상태_커플",연애_새로운만남
35793,그 사람과 한 달 안에 생기는 변화,"연애상태_싱글, 연애상태_커플",연애_궁합관계
35218,그 사람 도대체 어떤 마음일까?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
36853,2024 새해 내 연애운은?,"연애상태_싱글, 연애상태_커플","신년운세, 연애_일반"
46945,"너의 재회운, 인연운을 알려주마 🧧",연애상태_싱글,연애_재회
36035,나는 올해 크리스마스를 애인과 함께보낼수 있을까?🎄🎄#팩트폭격타로,"연애상태_싱글, 연애상태_커플",
54370,"간단🍑이미지운: 그 사람이 보는 나의 이미지, 끌리는 이유. 내 추구미와 맞을까?🤗 (1카드, 2700자) #도화타로 #도화살타로 #매력타로","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남"
35266,"곧 생기는 일, 어떤 관계로 이어질까?","연애상태_싱글, 연애상태_커플",연애_궁합관계
43051,"건강운과 수술,시술에 관해서","연애상태_싱글, 연애상태_커플",
43748,🙏 인연:조만간 나에게 들이댈 사람(3000자~),"연애상태_싱글, 연애상태_커플",연애_일반
40314,지금 그 사람이 나에게 듣고 싶은 말은 어떤 것일까?속마음타로,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
49090,시험 취업 이대로 하면 합격?,전체,학업직업운
50245,그 사람은 나와의 관계를 어디까지 발전시킬 생각일까?(7카드 선택),"연애상태_싱글, 연애상태_커플",연애_궁합관계
25077,그 사람과 나의 연애궁합은? : 심층 애착유형 보고서,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 종합운"
19047,今、あの人に連絡してもいい？,"연애상태_싱글, 연애상태_커플",
42821,수상하고 의문스러운 그 남자 속마음,"연애상태_싱글, 연애상태_커플",연애_속마음
24770,[협력유통] 2023년 나에게 찾아올 12가지 행운 | 유니콘타로,전체,신년운세
50280,"🪭타로&오방기: 그 사람, 나에게 진심이었을까..","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
34553,💕우리 다시 시작할 수 있을까?💕 #아이비스타로,"연애상태_싱글, 연애상태_커플",
23945,mbti로 나랑 맞는 취미 알아봐-찍,"연애상태_싱글, 연애상태_커플",
42231,나는 외국인 애인과 궁합이 잘 맞을까요?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
39655,나에대한 마음은 사랑인가요?,"연애상태_싱글, 연애상태_커플",연애_속마음
29822,[컬렉션 뽑기 4회] D-DAY 타로: 솔로 탈출까지 며칠 남았을까? | 람다람,연애상태_싱글,연애_새로운만남
51433,🪭타로&오방기: 그 사람의 말과 행동 뒤에 숨겨진 의도는 무엇일까?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
47473,앞으로 6개월간 운세 흐름은?(7카드선택),"연애상태_싱글, 연애상태_커플",종합운
24410,감정 카드: 색으로 보는 내 썸의 유형은?,연애상태_싱글,"연애_새로운만남, 연애_속마음"
52225,"그 사람의 애매한 태도, 진심일까? 선 긋는 걸까?","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
51968,[팩폭] 나를 안볼때 그 사람이 하는 비밀 생각과 본심.,"연애상태_싱글, 연애상태_커플",연애_궁합관계
48595,🪭타로&오방기: 그 사람이 내게 숨기는 비밀 속마음,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
50740,당신과 깨진 후 그 사람의 숨은 본심과 현재 근황을 알려드려요.,"연애상태_싱글, 연애상태_커플",연애_궁합관계
50080,그 사람이 연락하지 않는 진짜 속마음과 이유,연애상태_싱글,"연애_궁합관계, 연애_속마음, 연애_재회"
37875,그 사람이 그대에게 아직 못다한 이야기🌹💍#샐리타로,"연애상태_싱글, 연애상태_커플",연애_궁합관계
35174,썸 어떻게 될까? | 오지은,연애상태_싱글,연애_새로운만남
40940,속마음 타로: 겉으로 보이는 그 모습이 진짜는 아니지?,"연애상태_싱글, 연애상태_커플",연애_속마음
34056,"그 사람의 감정과 언제, 어떤 관계로 변화될까?","연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_새로운만남, 연애_속마음"
51136,[팩폭] 그 사람이 지금 결심한 당신에 대한 마음과 결론 🔥🔥,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
41995,6개월 총운 미리보기_금전_애정_일운학업_건강_행운조언,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 재물금전운"
37115,🎄열정적으로 나에게 다가올 사랑🌸❤️‍🔥 #타로라포,"연애상태_싱글, 연애상태_커플",연애_일반
35865,결혼운 풀이: 상대 외모와 성격은?,"연애상태_싱글, 연애상태_커플",연애_결혼
28173,걔도 지금 나 보고 싶을까? | 이미담,"연애상태_싱글, 연애상태_커플",연애_속마음
35594,그 사람 내게 어떤 마음일까?,"연애상태_싱글, 연애상태_커플","연애_궁합관계, 연애_속마음"
35216,관계 변화: 곧 생기는 일은?,"연애상태_싱글, 연애상태_커플",연애_궁합관계
30020,걔는 나를 연애 상대로 볼까? | 융나,"연애상태_싱글, 연애상태_커플",연애_일반
52423,[타로예언]곧 찾아올 새로운 사랑,연애상태_싱글,연애_새로운만남
26432,이번주 나의 우울감을 낮춰줄 방법🤗,"연애상태_싱글, 연애상태_커플",
54073,"그사람, 나에 대한 진심은 어느 정도일까? #월하","연애상태_싱글, 연애상태_커플",연애_속마음
